ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
18329,Nils Gustav Henry Carlsson,M,30.0,,,Sweden,SWE,1948 Summer,1948,Summer,London,Football,Football Men's Football,Gold
18330,Knut Herbert Carlsson,M,23.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,no
18331,Karl Herman Carlsson,M,29.0,,,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,no
18332,"Johan Erik ""John"" Carlsson",M,38.0,,,Saga-2,SWE,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 8 metres,no
18333,Anna Julia Kristina Carlsson,F,21.0,,,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,no
18334,Kent Halvor Carlsson,M,24.0,180.0,80.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed One Person Dinghy,no
18334,Kent Halvor Carlsson,M,28.0,180.0,80.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed One Person Dinghy,no
18334,Kent Halvor Carlsson,M,32.0,180.0,80.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Keelboat,no
18335,Aron Lars-Gran Carlsson,M,30.0,183.0,91.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Shooting,Shooting Mixed Skeet,Silver
18336,Lena Margareta Carlsson (-Wilton),F,24.0,164.0,58.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Two Person Dinghy,no
18336,Lena Margareta Carlsson (-Wilton),F,28.0,164.0,58.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,no
18337,Nils Tage Lennart Carlsson,M,24.0,181.0,68.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",no
18337,Nils Tage Lennart Carlsson,M,24.0,181.0,68.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 5,000 metres",no
18337,Nils Tage Lennart Carlsson,M,24.0,181.0,68.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 10,000 metres",no
18338,Karl Gustaf Lennart Carlsson,M,27.0,170.0,76.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,no
18339,Marie Christine Carlsson (-Karlsson),F,26.0,180.0,73.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Double Sculls,no
18340,Mauritz Gustaf Carlsson,M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 5,000 metres",no
18340,Mauritz Gustaf Carlsson,M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 10,000 metres",no
18341,Per Olov Mikael Carlsson,M,27.0,195.0,97.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,no
18342,Ruben Brynolf Carlsson,M,23.0,,,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,no
18343,Hans Sren Carlsson,M,26.0,185.0,88.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,no
18344,Stig Johannes Carlsson,M,24.0,,,Sweden,SWE,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,no
18344,Stig Johannes Carlsson,M,32.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,no
18345,Sune Evert Carlsson,M,28.0,178.0,78.0,Mari,SWE,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Keelboat,no
18346,Ulf Tommy Carlsson,M,27.0,170.0,64.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,no
18347,Lily Marie Louise Carlstedt-Kelsby,F,22.0,,,Denmark,DEN,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Javelin Throw,Bronze
18347,Lily Marie Louise Carlstedt-Kelsby,F,26.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Javelin Throw,no
18348,Gunnar Peter Carlstrm,M,24.0,184.0,85.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,no
18349,Guy Albert Carlton,M,30.0,183.0,110.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Heavyweight II,Bronze
18350,"James Andrew ""Jimmy"" Carlton",M,19.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,no
18350,"James Andrew ""Jimmy"" Carlton",M,19.0,,,Australia,AUS,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,no
18351,Edmond Roger Maurice Carlton,M,22.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,no
18351,Edmond Roger Maurice Carlton,M,22.0,,,France,FRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,no
18352,"William H. ""Bill"" Carlucci",M,29.0,178.0,73.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
18353,Karl Viktor Carlund,M,30.0,,,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,no
18354,Ryan Carlyle,F,26.0,168.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,no
18355,Frida Cathrin Sofie Carlzon,F,21.0,173.0,73.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,no
18356,Lena Elisabeth Carlzon-Lundbck,F,21.0,165.0,55.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no
18356,Lena Elisabeth Carlzon-Lundbck,F,21.0,165.0,55.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no
18356,Lena Elisabeth Carlzon-Lundbck,F,21.0,165.0,55.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no
18356,Lena Elisabeth Carlzon-Lundbck,F,25.0,165.0,55.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no
18356,Lena Elisabeth Carlzon-Lundbck,F,25.0,165.0,55.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no
18356,Lena Elisabeth Carlzon-Lundbck,F,25.0,165.0,55.0,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no
18357,Anja arman,F,19.0,174.0,69.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,no
18357,Anja arman,F,19.0,174.0,69.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,no
18357,Anja arman,F,19.0,174.0,69.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Backstroke,no
18357,Anja arman,F,23.0,174.0,69.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Backstroke,no
18357,Anja arman,F,23.0,174.0,69.0,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Backstroke,no
18357,Anja arman,F,27.0,174.0,69.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,no
18357,Anja arman,F,27.0,174.0,69.0,Slovenia,SLO,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,no
18358,Ivo arman,M,20.0,181.0,79.0,Yugoslavia,YUG,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,no
18358,Ivo arman,M,20.0,181.0,79.0,Yugoslavia,YUG,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,no
18358,Ivo arman,M,24.0,181.0,79.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,no
18358,Ivo arman,M,24.0,181.0,79.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,no
18358,Ivo arman,M,24.0,181.0,79.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,no
18359,Tina arman,F,26.0,171.0,64.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Long Jump,no
18360,Carmelo Goyenechea Urrusolo,M,25.0,,,Spain,ESP,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,no
18361,Giuseppe Bruno Carmeni,M,23.0,166.0,70.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Lightweight,no
18362,Lior Carmi,F,20.0,165.0,64.0,Israel,ISR,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",no
18362,Lior Carmi,F,24.0,165.0,64.0,Israel,ISR,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",no
18363,Angus Macdonald Ewing Carmichael,M,23.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Football,Football Men's Football,no
18364,"Daniel Edwin ""Ed"" Carmichael",M,25.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Bronze
18365,Malcolm James Carmichael,M,24.0,185.0,80.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Pairs,Bronze
18366,Nelson Graham Carmichael,M,26.0,178.0,79.0,United States,USA,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Freestyle Skiing Men's Moguls,Bronze
18367,"Phillip Patrick ""Phil"" Carmichael",M,24.0,170.0,,Australasia,ANZ,1908 Summer,1908,Summer,London,Rugby,Rugby Men's Rugby,Gold
18368,Serafino Carminati,M,24.0,183.0,81.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,no
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,no
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Bronze
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,no
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,no
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,Silver
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,no
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,no
18369,Giovanni Carminucci,M,20.0,169.0,68.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,no
18369,Giovanni Carminucci,M,24.0,169.0,68.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,no
18369,Giovanni Carminucci,M,28.0,169.0,68.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Bronze
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,no
18370,Pasquale Carminucci,M,22.0,163.0,65.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,no
18370,Pasquale Carminucci,M,27.0,163.0,65.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,no
18370,Pasquale Carminucci,M,31.0,163.0,65.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,no
18371,Margarida Carmo,F,15.0,166.0,50.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,no
18372,Sara Lopez Mota Carmo,F,25.0,179.0,69.0,Portugal,POR,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,no
18372,Sara Lopez Mota Carmo,F,29.0,179.0,69.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,no
18373,"Robert John ""Bob"" Carmody",M,26.0,158.0,51.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,Bronze
18374,Adriana Carmona Gutirrez,F,26.0,177.0,75.0,Venezuela,VEN,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Heavyweight,no
18374,Adriana Carmona Gutirrez,F,30.0,177.0,75.0,Venezuela,VEN,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Bronze
18374,Adriana Carmona Gutirrez,F,34.0,177.0,75.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,no
18375,Alberto Carmona,M,26.0,176.0,79.0,Venezuela,VEN,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,no
18376,Claude Carmona,M,24.0,172.0,64.0,France,FRA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,no
18377,Hctor Eduardo Carmona Barrales,M,31.0,,,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,no
18377,Hctor Eduardo Carmona Barrales,M,31.0,,,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,no
18378,Hugo Carmona,M,21.0,167.0,64.0,Peru,PER,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,no
18379,Jorge Carmona i Espinosa,M,22.0,184.0,82.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,no
18379,Jorge Carmona i Espinosa,M,26.0,184.0,82.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,no
18380,Juan Carmona Kopp,M,,,,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,no
18381,Luis Carmona Barrales,M,29.0,,,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,no
18381,Luis Carmona Barrales,M,29.0,,,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Team,no
18382,Roberto Carmona Alba,M,19.0,184.0,72.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,no
18383,Roberto Carmona Botella,M,24.0,186.0,85.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,no
18384,Samuel Carmona Heredia,M,20.0,162.0,49.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,no
18385,Wlter Carmona,M,23.0,183.0,86.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,no
18385,Wlter Carmona,M,23.0,183.0,86.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,no
18385,Wlter Carmona,M,27.0,183.0,86.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Middleweight,Bronze
18385,Wlter Carmona,M,31.0,183.0,86.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Middleweight,no
18386,Srgio Carnasciali,M,28.0,,,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,no
18387,Priscilla Andreia Stevaux Carnaval,F,22.0,156.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,no
18388,Jan Patrik Carnbck,M,24.0,184.0,86.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,no
18389,Olivia Frances Carnegie-Brown,F,25.0,181.0,73.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
18390,Jorge Carneiro,M,27.0,183.0,60.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual",no
18390,Jorge Carneiro,M,27.0,183.0,60.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",no
18391,Wilson Gomes Carneiro,M,22.0,185.0,73.0,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,no
18392,Ryan Carneli,M,22.0,170.0,58.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Flyweight,no
18393,Arthur Ashton Carnell,M,46.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",Gold
18394,Stephen Henry Carnelly,M,25.0,,,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 5 mile,no
18395,Raimondo Alberto Pietro Carnera,M,37.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",no
18395,Raimondo Alberto Pietro Carnera,M,37.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",no
18395,Raimondo Alberto Pietro Carnera,M,37.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",no
18395,Raimondo Alberto Pietro Carnera,M,37.0,,,Denmark,DEN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",no
18396,Alfredo Carneros Beamud,M,29.0,185.0,88.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,no
18397,Andrea Alessandro Carnevale,M,27.0,184.0,78.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,no
18398,Celeste Andrea Carnevale,F,18.0,156.0,49.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,no
18398,Celeste Andrea Carnevale,F,18.0,156.0,49.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,no
18398,Celeste Andrea Carnevale,F,18.0,156.0,49.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,no
18398,Celeste Andrea Carnevale,F,18.0,156.0,49.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,no
18398,Celeste Andrea Carnevale,F,18.0,156.0,49.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,no
18399,David Raymond Carney,M,24.0,181.0,78.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,no
18400,"James Monroe ""J'me"" Carney",M,23.0,172.0,67.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Points Race,no
18400,"James Monroe ""J'me"" Carney",M,31.0,172.0,67.0,United States,USA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Points Race,no
18401,Jonas T. Carney,M,29.0,178.0,74.0,United States,USA,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's 1,000 metres Time Trial",no
18401,Jonas T. Carney,M,29.0,178.0,74.0,United States,USA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,no
